Mouser Part Number,Mfr Part Number,Mfr.,Datasheet,Availability,Pricing,Length,Width,Thickness,Thermal Conductivity,Minimum Operating Temperature,Maximum Operating Temperature,,Product,Type,Material,Color,Tensile Strength,Flammability Rating,Packaging,Product Detail
861-TGF3507870787020,TGF35-07870787-020,LeaderTech,https://www.mouser.com/datasheet/2/156/Thermal-Gap-Filler-Product-Profile-1152219.pdf,34  In Stock,0.55999888,200 mm,200 mm,0.5 mm,3.5 W/m-K,- 50 C,+ 180 C,,Thermally Conductive Gap Pad,Thermal Pad,Aluminum Oxide Filled Silicone,Green,0.15 MPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/LeaderTech/TGF35-07870787-020?qs=1JqqoYsYnNfdysvOPCtI0A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TGF35-07870787-020&utm_content=LeaderTech
861-TGF30SF787078720,TGF30SF-07870787-020,LeaderTech,https://www.mouser.com/datasheet/2/156/Thermal-Gap-Filler-Product-Profile-1152219.pdf,9  In Stock,0.55999888,200 mm,200 mm,0.5 mm,3 W/m-K,- 40 C,+ 150 C,,Thermally Conductive Gap Pad,Thermal Pad,Aluminum Oxide Filled Silicone,White Gray,0.15 MPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/LeaderTech/TGF30SF-07870787-020?qs=1JqqoYsYnNdfVUB%252B%252Bah5rw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TGF30SF-07870787-020&utm_content=LeaderTech
951-GP200S4004002816,GP2000S40-0.040-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-2000-en_GL.pdf,55  In Stock,0.5653125,406.4 mm,203.2 mm,1.016 mm,2 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Gray,45 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP2000S40-0.040-02-0816?qs=qSfuJ%252Bfl%2Fd6VcjHmPq0wkg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP2000S40-0.040-02-0816&utm_content=Bergquist-Company
739-A10832-02,A10832-02,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR-DS-Tpcm_900_0910-1634256.pdf,19  In Stock,0.56628811,229 mm,229 mm,0.25 mm,2.2 W/m-K,- 25 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Boron Nitride,Yellow,10 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A10832-02?qs=3IuyYncJTQGaEzRy9mU7gw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A10832-02&utm_content=Laird-Performance-Materials
667-EYG-S060910,EYG-S060910,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,11  In Stock,0.572280815,90 mm,60 mm,0.1 mm,700 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,Pyrolytic Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-S060910?qs=7H2Jq%252ByxpJLLJKbhKgdvYg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-S060910&utm_content=Panasonic
739-A14558-01,A14558-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR-DS-Tflex_500_0110-1650982.pdf,11  In Stock,0.578467672,229 mm,229 mm,1.02 mm,2.8 W/m-K,- 45 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Blue,66 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A14558-01?qs=sRTx%2FtA2SD%252Bor5W6XNnpzg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A14558-01&utm_content=Laird-Performance-Materials
739-A15792-06,A15792-06,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_Tflex_HR600_1109-1634251.pdf,Non-Stocked,0.580154321,457.2 mm,457.2 mm,1.53 mm,3 W/m-K,- 45 C,+ 200 C,,Thermally Conductive Insulator,Thermal Pad,Silicone Elastomer,Gray,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A15792-06?qs=%2FPjCoi2vghRV25z6VRGH8g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A15792-06&utm_content=Laird-Performance-Materials
739-A15792-06,A15792-06,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR_DS_Tflex_HR600_1109-1634251.pdf,Non-Stocked,0.580154321,457.2 mm,457.2 mm,1.53 mm,3 W/m-K,- 45 C,+ 200 C,,Thermally Conductive Insulator,Thermal Pad,Silicone Elastomer,Gray,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A15792-06?qs=%2FPjCoi2vghRV25z6VRGH8g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A15792-06&utm_content=Laird-Performance-Materials
739-A12617-25,A12617-25,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_600_DS-071718-1634231.pdf,,0.587890771,457 mm,457 mm,0.762 mm,3 W/m-K,- 45 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Gap Filler Pad,Boron Nitride,Blue-Violet,10 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A12617-25?qs=3IuyYncJTQHsVpLqoPUhuQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A12617-25&utm_content=Laird-Performance-Materials
468-COH-1706-200-30,COH-1706-200-30,Taica,https://www.mouser.com/datasheet/2/780/COH_1706_English-1669969.pdf,,0.59241817,200 mm,200 mm,3 mm,3.8 W/m-K,- 40 C,+ 150 C,,Thermally Conductive Gel Sheet,Thermal Pad,Silicone Gel,Gray,0.24 MPa,UL 94 V-0,,https://www.mouser.com/ProductDetail/Taica/COH-1706-200-30?qs=81r%252BiQLm7BSa131CnB%252Bi%2Fw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=COH-1706-200-30&utm_content=Taica
739-A17557-040,A17557-040,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/RFP_DS_COOLZORB_500_050119-2526168.pdf,6  In Stock,0.598024691,457.2 mm,457.2 mm,1.02 mm,4 W/m-K,- 40 C,+ 175 C,,Absorber Sheets & Tiles,Absorbing Sheet,,Gray,17.3 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17557-040?qs=YCa%2FAAYMW02uF2WfwsW9BQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17557-040&utm_content=Laird-Performance-Materials
739-A17557-040,A17557-040,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/RFP_DS_COOLZORB_500_050119-2526168.pdf,6  In Stock,0.598024691,457.2 mm,457.2 mm,1.02 mm,4 W/m-K,- 40 C,+ 175 C,,Absorber Sheets & Tiles,Absorbing Sheet,,Gray,17.3 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17557-040?qs=YCa%2FAAYMW02uF2WfwsW9BQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17557-040&utm_content=Laird-Performance-Materials
951-SPA1500-0100AC,SPA1500-0.010-AC-1212,Bergquist Company,https://www.mouser.com/datasheet/2/48/BERGQUIST_SIL_PAD_TSP_A2000_en_GL-3389166.pdf,75  In Stock,0.600390625,,,0.254 mm,2 W/m-K,- 60 C,+ 180 C,,Thermally Conductive Insulator,Thermal Pad,Silicone Elastomer,Green,50 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/SPA1500-0.010-AC-1212?qs=SE5nP5gvQKWPvTQZvR%252BHwg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SPA1500-0.010-AC-1212&utm_content=Bergquist-Company
951-GPHC300030020816,GPHC3.0-0.030-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-HC3000-en_GL.pdf,274  In Stock,0.602109375,406.4 mm,203.2 mm,0.76 mm,3 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Blue,16 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GPHC3.0-0.030-02-0816?qs=qSfuJ%252Bfl%2Fd5%2F43%2FSaTceZw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GPHC3.0-0.030-02-0816&utm_content=Bergquist-Company
739-A17653-04,A17653-04,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/A17758_00_Tflex_HD700_12_01_21-2933084.pdf,10  In Stock,0.604444444,228.6 mm,228.6 mm,1.01 mm,5 W/m-K,- 50 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Ceramic Filled Silicone,Pink,10 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17653-04?qs=YCa%2FAAYMW022gTxMKpr8aw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17653-04&utm_content=Laird-Performance-Materials
739-A14950-04,A14950-04,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/THR-DS-Tflex_500_0110-1650982.pdf,19  In Stock,0.608888889,228.6 mm,228.6 mm,1.01 mm,2.8 W/m-K,- 50 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Blue,66 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A14950-04?qs=3IuyYncJTQGSyLAQWNSctg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A14950-04&utm_content=Laird-Performance-Materials
951-GP3000S30-04002,GP3000S30-0.040-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-3000-en_GL.pdf,865  In Stock,0.6115625,406.4 mm,203.2 mm,1.016 mm,3 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Blue (Light Blue),26 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP3000S30-0.040-02-0816?qs=jQRjkUoUCJeKfIDRna1fnA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP3000S30-0.040-02-0816&utm_content=Bergquist-Company
861-TGF20SF787078739,TGF20SF-07870787-039,LeaderTech,https://www.mouser.com/datasheet/2/156/Thermal-Gap-Filler-Product-Profile-1152219.pdf,20  In Stock,0.61386974,200 mm,200 mm,1 mm,2 W/m-K,- 40 C,+ 150 C,,Thermally Conductive Gap Pad,Thermal Pad,Aluminum Oxide Filled Silicone,White Gray,0.15 MPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/LeaderTech/TGF20SF-07870787-039?qs=1JqqoYsYnNdwsDcztr%252Brqw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TGF20SF-07870787-039&utm_content=LeaderTech
567-127-6-10,127-6-10,Wakefield-Vette,https://www.mouser.com/datasheet/2/433/Wakefield_8_10_2023_127_Series_ThermalGrease_Wakef-3248163.pdf,25  In Stock,0.61703125,,,,6 W/m-K,- 55 C,+ 200 C,,Grease,Thermal Grease,,Gray,,,,https://www.mouser.com/ProductDetail/Wakefield-Vette/127-6-10?qs=Imq1NPwxi744NnEQ2d1cDA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=127-6-10&utm_content=Wakefield-Vette
710-40115005,40115005,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40115005.pdf,,0.62322456,100 mm,100 mm,0.51 mm,5 W/m-K,- 50 C,+ 180 C,,Thermally Conductive Gap Pad,Thermal Pad,Ceramic Filled Silicone,White,,,Bulk,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40115005?qs=e8oIoAS2J1RsZ1NN05RmWw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40115005&utm_content=Wurth-Elektronik
951-2191948,2191948,Bergquist Company,https://www.mouser.com/datasheet/2/48/BERGQUIST_SIL_PAD_TSP_3500_en_GL-3369847.pdf,Non-Stocked Lead-Time 8 Weeks,0.626796875,,,0.508 mm,3.5 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Insulator,,Silicone Elastomer,White,,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/2191948?qs=TuK3vfAjtkUSwCKWYOLZYw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2191948&utm_content=Bergquist-Company
951-2191948,2191948,Bergquist Company,https://www.mouser.com/datasheet/2/48/BERGQUIST_SIL_PAD_TSP_3500_en_GL-3369847.pdf,Non-Stocked Lead-Time 8 Weeks,0.626796875,,,0.508 mm,3.5 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Insulator,,Silicone Elastomer,White,,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/2191948?qs=TuK3vfAjtkUSwCKWYOLZYw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=2191948&utm_content=Bergquist-Company
588-HS200-TP2,HS200-TP2,Ohmite,https://www.ohmite.com/assets/docs/sink_pad_hs.pdf?r=false,24  In Stock,0.633924945,89.7 mm,72.5 mm,0.5 mm,3 W/m-K,- 40 C,+ 150 C,,Thermal Management,Thermal Pad,Ceramic Filled Silicone,Light Blue,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Ohmite/HS200-TP2?qs=pUKx8fyJudAd08qLdr6Npw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=HS200-TP2&utm_content=Ohmite
588-HS150-TP2,HS150-TP2,Ohmite,https://www.ohmite.com/assets/docs/sink_pad_hs.pdf?r=false,66  In Stock,0.640885116,97.7 mm,47.5 mm,0.50 mm,3 W/m-K,- 40 C,+ 150 C,,Thermally Conductive Gap Pad,Thermal Pad,Ceramic Filled Silicone,Blue,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Ohmite/HS150-TP2?qs=pUKx8fyJudC%2Fs1IJbxxNww%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=HS150-TP2&utm_content=Ohmite
951-GPHC3.0-40-02,GPHC3.0-0.040-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-HC3000-en_GL.pdf,259  In Stock,0.642421875,406.4 mm,203.2 mm,1.01 mm,3 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Blue,16 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GPHC3.0-0.040-02-0816?qs=qSfuJ%252Bfl%2Fd7xmc%2FTYezG2A%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GPHC3.0-0.040-02-0816&utm_content=Bergquist-Company
567-PL-05-3-1016-H,PL-05-3-1016-H,Wakefield-Vette,https://www.mouser.com/datasheet/2/433/ulTIMiFlux_Thermal_Gap_Pads-2933408.pdf,242  In Stock,0.6425,101.6 mm,101.6 mm,0.5 mm,3 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Green,,UL 94 V-0,,https://www.mouser.com/ProductDetail/Wakefield-Vette/PL-05-3-1016-H?qs=nscxeEQpYQvrK2VU%252B7tblw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=PL-05-3-1016-H&utm_content=Wakefield-Vette
739-A12617-01,A12617-01,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_600_DS-071718-1634231.pdf,164  In Stock,0.64268718,229 mm,229 mm,0.762 mm,3 W/m-K,- 45 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Gap Filler Pad,Boron Nitride,Blue-Violet,10 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A12617-01?qs=3IuyYncJTQFeQz0YNcI6%2FQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A12617-01&utm_content=Laird-Performance-Materials
861-TGF3007870787059,TGF30-07870787-059,LeaderTech,https://www.mouser.com/datasheet/2/156/Thermal-Gap-Filler-Product-Profile-1152219.pdf,11  In Stock,0.64386968,200 mm,200 mm,1.5 mm,3 W/m-K,- 50 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Blue,0.15 MPa,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/LeaderTech/TGF30-07870787-059?qs=u16ybLDytRaq%2FeQG6cJzLQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=TGF30-07870787-059&utm_content=LeaderTech
739-A16367-42,A16367-42,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_SF600_DS_071718-1634176.pdf,Non-Stocked Lead-Time 3 Weeks,0.653333333,9 in,8.5 in,0.02 in,3 W/m-K,- 20 C,+ 125 C,,Thermally Conductive Gap Pad,,Boron Nitride,Red (Rose),,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A16367-42?qs=6E8igxPflKedhI%252BfBhL4Sg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A16367-42&utm_content=Laird-Performance-Materials
739-A17690-04,A17690-04,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/A17758_00_Tflex_HD700_12_01_21-2933084.pdf,31  In Stock,0.665185185,228.6 mm,228.6 mm,1.01 mm,5 W/m-K,- 50 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Ceramic Filled Silicone,Pink,10 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17690-04?qs=1mbolxNpo8fR%2F12XIG0LIw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17690-04&utm_content=Laird-Performance-Materials
567-PL-1-3-1016-H,PL-1-3-1016-H,Wakefield-Vette,https://www.mouser.com/datasheet/2/433/ulTIMiFlux_Thermal_Gap_Pads-2933408.pdf,238  In Stock,0.66625,101.6 mm,101.6 mm,0.991 mm,3 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Green,,UL 94 V-0,,https://www.mouser.com/ProductDetail/Wakefield-Vette/PL-1-3-1016-H?qs=nscxeEQpYQuiTp8fMWwaEQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=PL-1-3-1016-H&utm_content=Wakefield-Vette
567-PL-05-5-1016,PL-05-5-1016,Wakefield-Vette,https://www.mouser.com/datasheet/2/433/ulTIMiFlux_Thermal_Gap_Pads-2933408.pdf,57  In Stock,0.67125,101.6 mm,101.6 mm,0.5 mm,5 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Gold,,UL 94 V-0,,https://www.mouser.com/ProductDetail/Wakefield-Vette/PL-05-5-1016?qs=YOlfkO5Tc8gcnPE2ir6ykQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=PL-05-5-1016&utm_content=Wakefield-Vette
951-GP300S3001002816,GP3000S30-0.010-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-3000-en_GL.pdf,26  In Stock,0.672421875,406.4 mm,203.2 mm,0.254 mm,3 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Blue (Light Blue),26 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP3000S30-0.010-02-0816?qs=qSfuJ%252Bfl%2Fd4vxSzfw4VH3Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP3000S30-0.010-02-0816&utm_content=Bergquist-Company
710-40105005,40105005,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40105005.pdf,,0.674918005,400 mm,200 mm,0.51 mm,5 W/m-K,- 50 C,+ 180 C,,Thermally Conductive Gap Pad,Thermal Pad,Ceramic Filled Silicone,White,,,Bulk,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40105005?qs=e8oIoAS2J1Q6Ur1drRN%252BCw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40105005&utm_content=Wurth-Elektronik
951-SP20000015AC54,SP2000-0.015-AC-54,Bergquist Company,https://www.mouser.com/datasheet/2/48/BERGQUIST_SIL_PAD_TSP_3500_en_GL-3369847.pdf,,0.68,,,0.508 mm,3.5 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Insulator,Thermally Conductive Adhesive,Silicone,White,,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/SP2000-0.015-AC-54?qs=A6eO%252BMLsxmSA4r0lxM2xsQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SP2000-0.015-AC-54&utm_content=Bergquist-Company
951-GP3000S30-01502,GP3000S30-0.015-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-3000-en_GL.pdf,36  In Stock,0.680234375,406.4 mm,203.2 mm,0.381 mm,3 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Blue (Light Blue),26 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP3000S30-0.015-02-0816?qs=sk8jCzc%252BkzRq%252BMJgGTdBoA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP3000S30-0.015-02-0816&utm_content=Bergquist-Company
468-COH-4000LVCT1.0,COH-4000LVC t1.0,Taica,https://www.mouser.com/datasheet/2/780/pro_tc1709-1669815.pdf,15  In Stock,0.682297022,400 mm,400 mm,1 mm,6.5 W/m-K,- 40 C,+ 150 C,,Thermally Conductive Gel Sheet,Thermal Pad,Silicone Gel,Gray,0.35 MPa,,Bulk,https://www.mouser.com/ProductDetail/Taica/COH-4000LVC-t1.0?qs=8zSmKHErLQflQ1ZiPUlybw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=COH-4000LVC%20t1.0&utm_content=Taica
739-A17634-10,A17634-10,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/Tflex_HD300_Series-1916825.pdf,Non-Stocked Lead-Time 10 Weeks,0.686296296,228.6 mm,228.6 mm,2.54 mm,2.7 W/m-K,- 40 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Pink,10 psi,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17634-10?qs=1mbolxNpo8elRiKDEOssQQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17634-10&utm_content=Laird-Performance-Materials
739-A18213-02,A18213-02,Laird Performance Materials,https://www.laird.com/sites/default/files/2023-11/A18314-00%20Tflex%20SF10%20Data%20Sheet%208-21-23.pdf,96  In Stock,0.687222547,229 mm,229 mm,0.50 mm,10 W/m-K,- 40 C,+ 125 C,,Thermally Conductive Gap Pad,Thermal Pad,Ceramic Filled Silicone,Gray,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A18213-02?qs=81r%252BiQLm7BT291oM%252Bs0NLA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A18213-02&utm_content=Laird-Performance-Materials
667-EYG-S091207DP,EYG-S091207DP,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,10  In Stock,0.697520812,115 mm,90 mm,0.07 mm,1000 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,Pyrolytic Graphite Sheet,Graphite,Gray,600 kPa,UL 94 V-0,,https://www.mouser.com/ProductDetail/Panasonic/EYG-S091207DP?qs=MNPzkKEzRtTsbLUmr5uTUw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-S091207DP&utm_content=Panasonic
739-A17747-04,A17747-04,Laird Performance Materials,https://www.mouser.com/datasheet/2/987/A17801-00-Tflex_P300_DS-110317-1591180.pdf,Non-Stocked Lead-Time 10 Weeks,0.697777778,9 in,9 in,,3 W/m-K,- 40 C,+ 125 C,,Thermally Conductive Gap Pad,,Silicone Elastomer,Purple,,UL 94 V-0,Bulk,https://www.mouser.com/ProductDetail/Laird-Performance-Materials/A17747-04?qs=lYGu3FyN48eEwH2y%2Flp14g%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=A17747-04&utm_content=Laird-Performance-Materials
951-GP3500ULM-40-02,GP3500ULM-0.040-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-3500ULM-en_GL.pdf,28  In Stock,0.7028125,406.4 mm,203.2 mm,1.01 mm,3.5 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Gray,4 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP3500ULM-0.040-02-0816?qs=Hnotwf9MD1fP%2F9MtqIn1vA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP3500ULM-0.040-02-0816&utm_content=Bergquist-Company
951-GP3500ULM-60-02,GP3500ULM-0.060-02-0816,Bergquist Company,https://datasheets.tdx.henkel.com/BERGQUIST-GAP-PAD-TGP-3500ULM-en_GL.pdf,75  In Stock,0.7115625,406.4 mm,203.2 mm,1.52 mm,3.5 W/m-K,- 60 C,+ 200 C,,Thermally Conductive Gap Pad,Thermal Pad,Silicone Elastomer,Gray,4 psi,UL 94 V-0,,https://www.mouser.com/ProductDetail/Bergquist-Company/GP3500ULM-0.060-02-0816?qs=Hnotwf9MD1eCl52PiCXbBA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GP3500ULM-0.060-02-0816&utm_content=Bergquist-Company
667-EYG-S1116ZLSC,EYG-S1116ZLSC,Panasonic,https://www.mouser.com/datasheet/2/315/AYA0000C50-1129407.pdf,Non-Stocked Lead-Time 8 Weeks,0.71421137,112 mm,158 mm,0.2 mm,20 W/m-K,- 55 C,+ 400 C,,Thermally Conductive Graphite Sheet,,Graphite,Gray,600 kPa,-,Bulk,https://www.mouser.com/ProductDetail/Panasonic/EYG-S1116ZLSC?qs=UwjGKF2Bi26uY7xS4Qztcw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=EYG-S1116ZLSC&utm_content=Panasonic
710-40105010,40105010,Wurth Elektronik,https://www.we-online.com/components/products/datasheet/40105010.pdf,1  In Stock,0.716208245,400 mm,200 mm,1 mm,5 W/m-K,- 50 C,+ 180 C,,Thermally Conductive Gap Pad,Thermal Pad,Ceramic Filled Silicone,White,,,Bulk,https://www.mouser.com/ProductDetail/Wurth-Elektronik/40105010?qs=e8oIoAS2J1S1YKsHOdigYQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=40105010&utm_content=Wurth-Elektronik
